"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.231854750E0,3.161425781E-1,9.746232605E0,-4.049079895E-1
8.241793750E0,3.097059631E-1,9.702523499E0,-4.616400146E-1
8.251732750E0,3.255729675E-1,9.679621124E0,-3.306623840E-1
8.261671750E0,2.971321106E-1,9.700278168E0,-1.155596924E-1
8.271610750E0,1.948947144E-1,9.705816650E0,-1.272354126E-2
8.281549750E0,1.675016785E-1,9.693242798E0,1.945953369E-3
8.291488750E0,1.703457642E-1,9.700727234E0,-1.363664246E-1
8.301427750E0,2.176473999E-1,9.740394745E0,-2.318678284E-1
8.311366750E0,2.432441711E-1,9.757309570E0,-2.779719543E-1
8.321305750E0,2.320175171E-1,9.757459259E0,-1.745370483E-1
8.331244750E0,2.336640930E-1,9.775272217E0,-1.353186035E-1
8.341183750E0,2.240840149E-1,9.763147430E0,-2.119592285E-1
8.351122750E0,1.413061523E-1,9.756261749E0,-3.022215271E-1
8.361061750E0,9.714797974E-2,9.743089142E0,-3.661386108E-1
8.371000750E0,1.550775146E-1,9.746831360E0,-3.821553040E-1
8.380939750E0,1.924996948E-1,9.757908325E0,-3.544628906E-1
8.390878750E0,1.564247131E-1,9.739945679E0,-2.408491516E-1
8.400817750E0,1.778302002E-1,9.762848053E0,-1.357676697E-1
8.410756750E0,1.375639343E-1,9.759854279E0,-8.083190918E-2
8.420695750E0,8.322692871E-2,9.752519531E0,-6.885681152E-2
8.430634750E0,7.170089722E-2,9.730066223E0,-1.290316772E-1
8.440572750E0,4.610412598E-2,9.736951904E0,-1.580712891E-1
8.450512750E0,1.173559570E-1,9.762548676E0,-7.768844604E-2
8.460450750E0,1.746867371E-1,9.782008209E0,-3.637435913E-2
8.470390750E0,2.136058044E-1,9.779164124E0,-8.816665649E-2
8.480328750E0,1.818717957E-1,9.784403229E0,-1.546284485E-1
8.490267750E0,1.833686829E-1,9.818083191E0,-9.699829102E-2
8.500206750E0,1.887574768E-1,9.815538483E0,-2.215393066E-2
8.510145750E0,1.639091492E-1,9.794132996E0,-1.197509766E-1
8.520084750E0,1.399589539E-1,9.799072723E0,-1.598675537E-1
8.530023750E0,1.336720276E-1,9.825867004E0,-1.787283325E-1
8.539962750E0,1.707948303E-1,9.787097626E0,-1.655557251E-1
8.549901750E0,1.712438965E-1,9.753118286E0,-7.723937988E-2
8.559840750E0,1.763333130E-1,9.756561127E0,-5.059478760E-2
8.569779750E0,1.393601990E-1,9.731712799E0,-7.858657837E-2
8.579718750E0,1.026864624E-1,9.695039063E0,-1.276844788E-1
8.589657750E0,9.475296021E-2,9.707762604E0,-1.522334290E-1
8.599596750E0,9.325607300E-2,9.737700348E0,-1.413061523E-1
8.609535750E0,1.579216003E-1,9.743538208E0,-1.799258423E-1
8.619474750E0,2.396516418E-1,9.774823151E0,-1.540296936E-1
8.629413750E0,2.276765442E-1,9.787995758E0,-1.163081360E-1
8.639352750E0,2.216889954E-1,9.783205719E0,-1.338217163E-1
8.649291750E0,2.270777893E-1,9.770781555E0,-1.839674377E-1
8.659230750E0,1.857637024E-1,9.762848053E0,-1.812730408E-1
8.669169750E0,1.137634277E-1,9.788444824E0,-7.244934082E-2
8.679108750E0,4.460723877E-2,9.789941711E0,7.005432129E-2
8.689047750E0,8.756790161E-2,9.829160156E0,1.660047913E-1
8.698986750E0,1.330732727E-1,9.861343231E0,1.739382935E-1
8.708925750E0,1.380130005E-1,9.849218445E0,1.986369324E-1
8.718864750E0,1.606159973E-1,9.861492920E0,1.806742859E-1
8.728803750E0,2.032772827E-1,9.830657043E0,1.487905884E-1
8.738742750E0,1.990859985E-1,9.793683929E0,1.074765015E-1
8.748681750E0,2.073188782E-1,9.796378326E0,7.394622803E-2
8.758620750E0,1.648072815E-1,9.722432098E0,1.407073975E-2
8.768559750E0,1.836680603E-1,9.695787506E0,-3.936813354E-2
8.778498750E0,1.719923401E-1,9.708361359E0,-5.777984619E-2
8.788437750E0,2.083666992E-1,9.695188751E0,-3.712280273E-2
8.798376750E0,1.707948303E-1,9.693242798E0,1.305285645E-1
8.808315750E0,1.625619507E-1,9.699978790E0,1.667532349E-1
8.818254750E0,1.854643250E-1,9.720486145E0,1.405577087E-1
8.828193750E0,1.583706665E-1,9.775122528E0,1.287322998E-1
8.838132750E0,1.297801208E-1,9.789342957E0,1.272354126E-1
8.848072125E0,1.435514832E-1,9.792037354E0,1.185534668E-1
8.858011125E0,1.591191101E-1,9.795929260E0,3.547622681E-2
8.867950125E0,9.385482788E-2,9.785600739E0,-2.290237427E-2
8.877889125E0,6.721023560E-2,9.771829376E0,-6.481521606E-2
8.887828125E0,8.711883545E-2,9.764195251E0,-9.325607300E-2
8.897767125E0,1.149609375E-1,9.739795990E0,-8.023315430E-2
8.907706125E0,1.203497314E-1,9.741143188E0,1.886077881E-2
8.917645125E0,1.064286804E-1,9.732311554E0,1.088237000E-1
8.927584125E0,1.589694214E-1,9.774374084E0,1.125659180E-1
8.937523125E0,1.877096558E-1,9.769883423E0,7.274871826E-2
8.947462125E0,1.333726501E-1,9.780062256E0,1.007405090E-1
8.957401125E0,2.574645996E-2,9.801318054E0,1.196012878E-1
8.967340125E0,-7.364685059E-2,9.775870972E0,7.469467163E-2
8.977279125E0,-6.062393188E-2,9.767638092E0,2.230361938E-2
8.987218125E0,3.083587646E-2,9.770781555E0,1.094224548E-1
8.997157125E0,1.746867371E-1,9.786798248E0,1.401086426E-1
9.007096125E0,2.137554932E-1,9.816286926E0,2.089654541E-1
9.017035125E0,2.474354553E-1,9.823172607E0,2.278262329E-1
9.026974125E0,2.820135498E-1,9.814640350E0,1.242416382E-1
9.036913125E0,3.276686096E-1,9.813891907E0,2.125579834E-2
9.046852125E0,3.107537842E-1,9.801916809E0,-8.502319336E-2
9.056791125E0,2.746788025E-1,9.733059998E0,3.397933960E-2
9.066730125E0,2.962339783E-1,9.728120270E0,2.218386841E-1
9.076669125E0,2.917433167E-1,9.739496613E0,3.261717224E-1
9.086608125E0,2.526745605E-1,9.691895599E0,2.585124207E-1
9.096547125E0,2.429447937E-1,9.672286377E0,1.067280579E-1
9.106486125E0,1.803749084E-1,9.625134430E0,1.264869690E-1
9.116425125E0,1.469943237E-1,9.607920227E0,1.884580994E-1
9.126364125E0,3.576063538E-1,9.649683380E0,3.406915283E-1
9.136303125E0,6.379733276E-1,9.696236572E0,5.999523926E-1
9.146242125E0,6.776408386E-1,9.747879181E0,6.896159363E-1
9.156181125E0,4.593946838E-1,9.720635834E0,6.313870239E-1
9.166120125E0,7.020401001E-1,9.854457550E0,6.225553894E-1
9.176059125E0,1.124910736E0,9.937085724E0,6.071374512E-1
9.185998125E0,1.123563538E0,9.812395020E0,5.587879944E-1
9.195937125E0,9.818083191E-1,9.635762329E0,8.192463684E-1
9.205876125E0,9.319619751E-1,9.535470886E0,9.892927551E-1
9.215815125E0,1.229094086E0,1.003917343E1,9.488768005E-1
9.225754125E0,9.029223633E-1,9.924212494E0,4.327500916E-1
9.235693125E0,6.631210327E-1,9.537117462E0,1.450483704E-1
9.245632125E0,8.193960571E-1,9.587562561E0,1.291813660E-1
9.255571125E0,1.061592407E0,9.770033112E0,2.842588806E-1
9.265510125E0,1.033450928E0,9.768985291E0,4.031117249E-1
9.275449125E0,9.080117798E-1,9.672585754E0,2.868035889E-1
9.285388125E0,1.070124664E0,9.642947388E0,5.572911072E-1
9.295327125E0,1.344953156E0,9.683063965E0,4.837939453E-1
9.305266125E0,1.213975525E0,9.657317505E0,2.350112915E-1
9.315205125E0,1.077160034E0,9.595346375E0,2.124082947E-1
9.325144125E0,1.175206146E0,9.655221863E0,7.589218140E-2
9.335083125E0,1.127305756E0,9.580527191E0,7.729925537E-1
9.345022125E0,8.933422852E-1,9.465416565E0,6.991960144E-1
9.354961125E0,9.798623657E-1,9.439670105E0,4.788542175E-1
9.364900125E0,1.351090393E0,9.525741119E0,6.212081909E-2
9.374839125E0,1.743873596E0,9.664352875E0,-6.496490479E-2
9.384778125E0,2.001787262E0,9.690698090E0,-2.155517578E-2
9.394717125E0,2.292482758E0,9.648785248E0,3.367996216E-2
9.404656125E0,2.618804169E0,9.595196686E0,1.505868530E-1
9.414595125E0,2.972219238E0,9.580377502E0,2.799179077E-1
9.424534125E0,3.278931427E0,9.583371277E0,4.569996643E-1
9.434473125E0,3.362757111E0,9.559271393E0,4.442761230E-1
9.444412125E0,3.375031586E0,9.429042206E0,3.362008667E-1
9.454351125E0,3.273991699E0,9.279952240E0,4.430786133E-2
9.464290125E0,3.125051422E0,9.173074493E0,-3.520678711E-1
9.474229125E0,2.999612274E0,9.092991028E0,-5.903723145E-1
9.484168125E0,2.961890717E0,9.047934723E0,-6.602769470E-1
9.494107125E0,3.032244415E0,9.038953400E0,-5.438191223E-1
9.504046125E0,3.207230530E0,9.076225891E0,-2.206411743E-1
9.513985125E0,3.391647034E0,9.074279938E0,2.622546387E-1
9.523924125E0,3.468886414E0,8.978928223E0,5.767506409E-1
9.533863125E0,3.467838593E0,8.827592926E0,6.610253906E-1
9.543802125E0,3.489094391E0,8.724607086E0,5.459147644E-1
9.553741125E0,3.419938202E0,8.665330353E0,2.950364685E-1
9.563680125E0,3.391796722E0,8.646619263E0,1.291813660E-1
9.573619125E0,3.679947510E0,8.684191132E0,-2.601589966E-1
9.583558125E0,3.706592102E0,8.760083313E0,-4.270619202E-1
9.593497125E0,3.536695404E0,8.782686310E0,-5.227130127E-1
9.603436125E0,3.928131409E0,8.774453430E0,-6.155200195E-1
9.613375125E0,4.275858307E0,8.683891754E0,-4.969665527E-1
9.623314125E0,4.371210022E0,8.590935059E0,-4.938230896E-1
9.633253125E0,4.499493256E0,8.503067780E0,-4.435276794E-1
9.643192125E0,4.768034821E0,8.396040344E0,-1.731898499E-1
9.653131125E0,4.992867279E0,8.324938202E0,3.347039795E-1
9.663070125E0,5.046605530E0,8.339158630E0,6.985972595E-1
9.673009125E0,5.136867828E0,8.405021667E0,7.460485840E-1
9.682948125E0,5.213059387E0,8.465046844E0,5.221142578E-1
9.692887125E0,5.221741333E0,8.430169373E0,2.592608643E-1
9.702826125E0,5.218747559E0,8.391250305E0,7.125183105E-2
9.712765125E0,5.156327362E0,8.327333221E0,-1.215472412E-1
9.722704125E0,5.257816315E0,8.265811157E0,-2.853067017E-1
9.732643125E0,5.337450714E0,8.203241272E0,-4.095483398E-1
9.742582125E0,5.367837524E0,8.117619324E0,-5.089416504E-1
9.752521125E0,5.486690369E0,8.041427765E0,-5.843847656E-1
9.762460125E0,5.627397766E0,7.956105194E0,-5.626799011E-1
9.772399125E0,5.733826447E0,7.894134064E0,-4.797523499E-1
9.782338125E0,5.840704193E0,7.861801300E0,-3.924838257E-1
9.792277125E0,5.977819061E0,7.831863556E0,-4.376898193E-1
9.802216125E0,6.023474121E0,7.761809235E0,-5.538482666E-1
9.812155125E0,6.125711517E0,7.696694641E0,-6.644682312E-1
9.822093125E0,6.178851013E0,7.606582031E0,-6.918612671E-1
9.832033125E0,6.284830627E0,7.491022339E0,-6.740483093E-1
9.841971125E0,6.484964447E0,7.459138641E0,-6.891668701E-1
9.851910792E0,6.636449432E0,7.433691559E0,-8.164022827E-1
9.861849792E0,6.682104492E0,7.331005096E0,-9.801617432E-1
9.871788792E0,6.696773987E0,7.159312134E0,-1.134341125E0
9.881726792E0,6.733148346E0,7.035369873E0,-1.201102295E0
9.891665792E0,6.782246246E0,6.918762360E0,-1.216071167E0
9.901604792E0,6.872807922E0,6.754703522E0,-1.171463928E0
9.911543792E0,6.905889130E0,6.617139587E0,-1.102307739E0
9.921482792E0,6.986571350E0,6.533762970E0,-1.132844238E0
9.931421792E0,7.088209991E0,6.459217987E0,-1.217717743E0
9.941360792E0,7.095694427E0,6.355783081E0,-1.379381561E0
9.951299792E0,7.166946259E0,6.249504089E0,-1.515448608E0
9.961238792E0,7.294481049E0,6.172264709E0,-1.545685730E0
9.971177792E0,7.453749847E0,6.114784241E0,-1.557660828E0
9.981116792E0,7.543413391E0,6.009403381E0,-1.545536041E0
9.991055792E0,7.569908295E0,5.887856140E0,-1.721420288E0
1.000099479E1,7.584128723E0,5.737718353E0,-1.948049011E0
1.001093379E1,7.714507599E0,5.603148193E0,-2.022144928E0
1.002087279E1,7.846083984E0,5.470673676E0,-2.099234619E0
1.003081179E1,7.952512665E0,5.360652466E0,-1.944306793E0
1.004075079E1,8.072263641E0,5.300776978E0,-1.789977722E0
1.005068979E1,8.246950378E0,5.244494019E0,-1.704655151E0
1.006062879E1,8.332871704E0,5.048401794E0,-1.633253632E0
1.007056779E1,8.297844543E0,4.869972839E0,-1.742526398E0
1.008050679E1,8.245453491E0,4.750072174E0,-1.881587219E0
1.009044579E1,8.267158356E0,4.603377228E0,-1.908082123E0
1.010038479E1,8.464897156E0,4.547543335E0,-1.800006866E0
1.011032379E1,8.580007782E0,4.477339325E0,-1.861528931E0
1.012026279E1,8.696764984E0,4.404740295E0,-1.965412903E0
1.013020179E1,8.862470398E0,4.318968658E0,-2.332299957E0
1.014014079E1,8.772357788E0,4.406835938E0,-2.254461823E0
1.015007979E1,8.897647247E0,4.429738312E0,-1.840123444E0
1.016001879E1,9.023535461E0,4.241280212E0,-1.830094299E0
1.016995779E1,8.993148651E0,4.061054993E0,-2.059567108E0
1.017989679E1,9.024882660E0,3.928580475E0,-2.103575592E0
1.018983579E1,8.950337677E0,3.768114166E0,-1.865420837E0
1.019977479E1,8.867260437E0,3.529360657E0,-1.521286469E0
1.020971379E1,8.882229309E0,3.247945862E0,-1.235830078E0
1.021965279E1,8.808582458E0,3.128643951E0,-1.369951172E0
1.022959179E1,8.701255646E0,3.127446442E0,-1.513352966E0
1.023953079E1,8.844358063E0,2.975213013E0,-1.429826660E0
1.024946979E1,9.163943481E0,3.065625000E0,-1.469793549E0
1.025940879E1,9.345815277E0,3.161874847E0,-1.430575104E0
1.026934779E1,9.341174927E0,3.113375702E0,-1.434017944E0
1.027928679E1,9.325457611E0,2.991080017E0,-1.637594604E0
1.028922579E1,9.362879791E0,2.809806976E0,-1.722767487E0
1.029916479E1,9.479337616E0,2.728975067E0,-1.770817566E0
1.030910379E1,9.489965515E0,2.675835571E0,-1.747915192E0
1.031904279E1,9.432784424E0,2.572400665E0,-1.675316162E0
1.032898179E1,9.494007111E0,2.575843506E0,-1.533710632E0
1.033892079E1,9.561067657E0,2.535427551E0,-1.310075684E0
1.034885979E1,9.669442291E0,2.561623077E0,-1.181493073E0
1.035879879E1,9.898316345E0,2.572101288E0,-1.120869141E0
1.036873779E1,1.002151016E1,2.436183929E0,-1.100361786E0
1.037867679E1,9.987381134E0,2.388582916E0,-1.296154633E0
1.038861579E1,9.833650818E0,2.385589142E0,-1.490151215E0
1.039855479E1,9.665400696E0,2.283651123E0,-1.641636200E0
1.040849379E1,9.614805908E0,2.172881470E0,-1.735041962E0
1.041843279E1,9.596992950E0,2.054328003E0,-1.736089783E0
1.042837179E1,9.500144348E0,1.939666443E0,-1.716929626E0
1.043831079E1,9.343420258E0,1.805844727E0,-1.559307404E0
1.044824979E1,9.272168427E0,1.651815033E0,-1.269210663E0
1.045818879E1,9.276359711E0,1.550775146E0,-1.003662872E0
1.046812779E1,9.294172668E0,1.530118103E0,-9.159452820E-1
1.047806679E1,9.338929596E0,1.509461060E0,-8.355624390E-1
1.048800579E1,9.506880341E0,1.429976349E0,-8.508306885E-1
1.049794479E1,9.638905792E0,1.299747162E0,-9.731263733E-1
1.050788379E1,9.722432098E0,1.132844238E0,-1.102008362E0
1.051782279E1,9.705666962E0,1.006207581E0,-1.260678406E0
1.052776179E1,9.727072449E0,9.279203796E-1,-1.339863739E0
1.053770079E1,9.748328247E0,9.174421692E-1,-1.263223114E0
1.054763979E1,9.790989532E0,8.547225952E-1,-1.336570587E0
1.055757879E1,9.779762878E0,7.092251587E-1,-1.378184052E0
1.056751779E1,9.790241089E0,5.623805237E-1,-1.443598022E0
1.057745679E1,9.905501404E0,4.041595459E-1,-1.437460785E0
1.058739579E1,9.971214752E0,4.138893127E-1,-1.345851288E0
1.059733479E1,9.977202301E0,4.159849548E-1,-1.281934204E0
1.060727379E1,9.951306152E0,2.665956116E-1,-1.160386963E0
1.061721279E1,9.877958679E0,1.963916016E-1,-1.126407623E0
1.062715179E1,9.693392487E0,1.556762695E-2,-1.234782257E0
1.063709079E1,9.645192719E0,-1.139131165E-1,-1.226549377E0
1.064702979E1,9.715097351E0,-8.906478882E-2,-1.246158600E0
1.065696879E1,9.861492920E0,-5.523513794E-2,-1.258433075E0
1.066690779E1,1.004486160E1,4.490661621E-3,-1.143172760E0
1.067684679E1,1.013272888E1,-1.826202393E-2,-1.135388947E0
1.068678579E1,1.018990997E1,-9.131011963E-2,-1.264270935E0
1.069672479E1,1.016042130E1,-2.032772827E-1,-1.428928528E0
1.070666379E1,9.995614014E0,-3.411405945E-1,-1.407972107E0
1.071660279E1,9.878557434E0,-4.267625427E-1,-1.379980316E0
1.072654179E1,9.799671478E0,-5.932164001E-1,-1.355880432E0
1.073648079E1,9.845476227E0,-6.475534058E-1,-1.263672180E0
1.074642079E1,9.847721558E0,-6.656657410E-1,-1.260379028E0
1.075635879E1,9.839488678E0,-7.391629028E-1,-1.434167633E0
1.076629779E1,9.865833893E0,-7.914042664E-1,-1.539698181E0
1.077623779E1,9.872120819E0,-8.041278076E-1,-1.651815033E0
1.078617579E1,9.897268524E0,-8.518785095E-1,-1.747017059E0
1.079611479E1,9.844278717E0,-9.372010803E-1,-1.754950562E0
1.080605479E1,9.773475952E0,-1.049467621E0,-1.757046204E0
1.081599379E1,9.679621124E0,-1.247655487E0,-1.676813049E0
1.082593279E1,9.608818359E0,-1.340612183E0,-1.498384094E0
1.083587179E1,9.550739136E0,-1.295555878E0,-1.297501831E0
1.084581067E1,9.623338165E0,-1.213376770E0,-1.152453461E0
1.085574967E1,9.770781555E0,-1.096020813E0,-1.113684082E0
1.086568867E1,9.943821716E0,-1.008602600E0,-1.137334900E0
1.087562767E1,1.006387207E1,-9.773176575E-1,-1.211580505E0
1.088556667E1,1.010338989E1,-9.291178894E-1,-1.390907593E0
1.089550567E1,1.011326935E1,-9.243278503E-1,-1.565893707E0
1.090544467E1,1.012689102E1,-9.639953613E-1,-1.661095734E0
1.091538367E1,1.004770569E1,-9.648934937E-1,-1.599573669E0
1.092532267E1,9.929002533E0,-9.360035706E-1,-1.481319580E0
1.093526167E1,9.795180817E0,-9.391470337E-1,-1.298399963E0
1.094520067E1,9.710457001E0,-9.767189026E-1,-1.116378479E0
1.095513967E1,9.611662445E0,-1.032702484E0,-1.076710968E0
1.096507867E1,9.648635559E0,-1.128353577E0,-1.021775208E0
1.097501767E1,9.716145172E0,-1.117725677E0,-9.951306152E-1
1.098495667E1,9.793234863E0,-1.036444702E0,-1.076860657E0
1.099489567E1,9.863887939E0,-9.386979675E-1,-1.155746613E0
1.100483467E1,9.890382843E0,-8.907975769E-1,-1.143472137E0
1.101477367E1,9.824669495E0,-8.508306885E-1,-1.128203888E0
1.102471267E1,9.736652527E0,-8.762777710E-1,-1.073866882E0
1.103465167E1,9.696086884E0,-9.291178894E-1,-1.034648438E0
1.104459067E1,9.689350891E0,-9.580078125E-1,-9.795629883E-1
1.105452967E1,9.709109802E0,-9.445358276E-1,-9.509724426E-1
1.106446867E1,9.716743927E0,-9.057664490E-1,-9.205856323E-1
1.107440767E1,9.741292877E0,-8.719367981E-1,-9.711804199E-1
1.108434667E1,9.791438599E0,-8.782237244E-1,-1.055904236E0
1.109428567E1,9.789792023E0,-8.779243469E-1,-1.141226807E0
1.110422467E1,9.812095642E0,-8.243357849E-1,-1.224304047E0
1.111416367E1,9.832453308E0,-7.882608032E-1,-1.271455994E0
1.112410267E1,9.796378326E0,-7.882608032E-1,-1.318607941E0
1.113404167E1,9.671687622E0,-8.364605713E-1,-1.366508331E0
1.114398067E1,9.576036530E0,-8.867559814E-1,-1.341210938E0
1.115391967E1,9.560019836E0,-9.315129089E-1,-1.185384979E0
1.116385867E1,9.635313263E0,-8.684939575E-1,-9.961784363E-1
1.117379767E1,9.740843811E0,-7.156617737E-1,-8.788224792E-1
1.118373667E1,9.867630157E0,-5.819897461E-1,-8.538244629E-1
1.119367567E1,9.975106659E0,-5.081932068E-1,-8.032296753E-1
1.120361467E1,1.004845413E1,-4.833448792E-1,-8.078700256E-1
1.121355367E1,1.000235001E1,-5.391787720E-1,-9.451345825E-1
1.122349267E1,9.826016693E0,-6.589297485E-1,-9.904902649E-1
1.123343167E1,9.771230621E0,-6.915618896E-1,-9.578581238E-1
1.124337067E1,9.786798248E0,-6.566844177E-1,-9.220825195E-1
1.125330967E1,9.822873230E0,-5.947132874E-1,-8.896000671E-1
1.126324867E1,9.884395294E0,-5.554948425E-1,-8.113128662E-1
1.127318767E1,9.939780121E0,-5.110372925E-1,-7.292834473E-1
1.128312667E1,9.988728333E0,-4.445755005E-1,-6.828799438E-1
1.129306567E1,1.002121078E1,-3.751199341E-1,-7.217990112E-1
1.130300467E1,1.005234604E1,-3.162922668E-1,-8.060737610E-1
1.131294367E1,1.004411316E1,-2.706372070E-1,-8.843609619E-1
1.132288267E1,1.001372635E1,-2.579136658E-1,-9.662406921E-1
1.133282167E1,1.000833755E1,-2.565664673E-1,-1.019380188E0
1.134276067E1,1.001073257E1,-2.390528870E-1,-1.028361511E0
1.135269967E1,1.002121078E1,-1.851649475E-1,-1.040486298E0
1.136263867E1,1.004231689E1,-1.100212097E-1,-9.394464111E-1
1.137257767E1,1.009620483E1,5.987548828E-4,-8.196954346E-1
1.138251667E1,1.012913635E1,1.215472412E-1,-7.937992859E-1
1.139245567E1,1.013153137E1,1.998344421E-1,-7.448510742E-1
1.140239467E1,1.012554382E1,2.573149109E-1,-6.759942627E-1
1.141233367E1,1.006851242E1,3.040177917E-1,-6.611750793E-1
1.142227267E1,1.005713608E1,3.384461975E-1,-7.182064819E-1
1.143221167E1,1.003962250E1,3.779640198E-1,-7.035369873E-1
1.144215067E1,1.003513184E1,4.772076416E-1,-6.872209167E-1
1.145208967E1,9.996961212E0,5.661227417E-1,-7.120692444E-1
1.146202867E1,9.958940277E0,5.688171387E-1,-7.105723572E-1
1.147196767E1,9.906698914E0,5.662724304E-1,-7.201524353E-1
1.148190667E1,9.873917084E0,5.849835205E-1,-6.903643799E-1
1.149184567E1,9.854307861E0,6.918612671E-1,-6.233038330E-1
1.150178467E1,9.835896149E0,8.207432556E-1,-5.932164001E-1
1.151172367E1,9.834548950E0,9.592053223E-1,-4.782554626E-1
1.152166267E1,9.780062256E0,1.085392914E0,-4.370910645E-1
1.153160167E1,9.806257782E0,1.196461945E0,-4.152365112E-1
1.154154067E1,9.858499146E0,1.350491638E0,-3.510200500E-1
1.155147967E1,9.873318329E0,1.497336273E0,-3.011737061E-1
1.156141867E1,9.917775879E0,1.633702698E0,-3.433859253E-1
1.157135767E1,9.955647125E0,1.745220795E0,-4.122427368E-1
1.158129667E1,9.983040161E0,1.861229553E0,-4.906796265E-1
1.159123567E1,1.002360580E1,1.987716522E0,-5.462141418E-1
1.160117467E1,9.936187592E0,2.082319794E0,-5.318440247E-1
1.161111367E1,9.853110352E0,2.238744507E0,-4.658312988E-1
1.162105267E1,9.853409729E0,2.364033966E0,-3.281176758E-1
1.163099167E1,9.827962646E0,2.474953308E0,-1.600172424E-1
1.164093067E1,9.760902100E0,2.593357086E0,-6.137237549E-3
1.165086967E1,9.700427856E0,2.700234833E0,4.355941772E-2
1.166080867E1,9.607770538E0,2.825673981E0,4.340972900E-2
1.167074767E1,9.519005127E0,2.929857330E0,4.640350342E-3
1.168068667E1,9.405092010E0,3.053949280E0,-7.364685059E-2
1.169062567E1,9.367819519E0,3.197949829E0,-3.876937866E-2
1.170056467E1,9.323361969E0,3.397035828E0,1.215472412E-1
1.171050367E1,9.197623444E0,3.643573151E0,2.486329651E-1
1.172044267E1,9.075627136E0,3.889511719E0,3.909869385E-1
1.173038167E1,8.964707794E0,4.112547913E0,4.593946838E-1
1.174032067E1,8.860225067E0,4.223018188E0,4.694238281E-1
1.175025967E1,8.745563507E0,4.286186829E0,5.533992004E-1
1.176019867E1,8.609346771E0,4.368815002E0,6.435118103E-1
1.177013767E1,8.486602020E0,4.506229248E0,6.897656250E-1
1.178007667E1,8.459358673E0,4.637356567E0,7.804769897E-1
1.179001567E1,8.367749176E0,4.754413147E0,8.771759033E-1
1.179995467E1,8.301586761E0,4.890929260E0,8.891510010E-1
1.180989367E1,8.274493103E0,5.064568176E0,8.502319336E-1
1.181983267E1,8.138725433E0,5.206024017E0,8.672964478E-1
1.182977167E1,7.974816284E0,5.322930908E0,9.205856323E-1
1.183971067E1,7.847431183E0,5.464835815E0,9.348060608E-1
1.184964925E1,7.748187561E0,5.627547455E0,1.007854156E0
1.185958825E1,7.681725769E0,5.757477264E0,1.087039490E0
1.186952725E1,7.596702576E0,5.859864349E0,1.096020813E0
1.187946625E1,7.479795685E0,5.916446686E0,1.137334900E0
1.188940525E1,7.434290314E0,6.005661163E0,1.253193970E0
1.189934525E1,7.378157043E0,6.086493073E0,1.364263000E0
1.190928425E1,7.333400116E0,6.188730469E0,1.373094635E0
1.191922325E1,7.284302216E0,6.333629150E0,1.312620392E0
1.192916225E1,7.330556030E0,6.458319855E0,1.275198212E0
1.193910125E1,7.394323425E0,6.558611298E0,1.260977783E0
1.194904025E1,7.377109222E0,6.647526398E0,1.222208405E0
1.195897925E1,7.309749298E0,6.752907257E0,1.213376770E0
1.196891825E1,7.195237427E0,6.875801697E0,1.237776031E0
1.197885725E1,7.056176605E0,6.926845551E0,1.275347900E0
1.198879625E1,6.980434113E0,6.992558899E0,1.265019379E0
1.199873525E1,6.900051270E0,7.015461273E0,1.203647003E0
1.200867425E1,6.802304535E0,7.060367889E0,1.200952606E0
1.201861325E1,6.759643250E0,7.118447113E0,1.169817352E0
1.202855225E1,6.738836517E0,7.157665558E0,1.240171051E0
1.203849125E1,6.616690521E0,7.232958984E0,1.328786774E0
1.204843025E1,6.379882965E0,7.321275330E0,1.405577087E0
1.205836925E1,6.146518250E0,7.475155334E0,1.498533783E0
1.206830825E1,6.031407623E0,7.607629852E0,1.550924835E0
1.207824725E1,5.947132874E0,7.632927246E0,1.580712891E0
1.208818625E1,5.855074310E0,7.635471954E0,1.578168182E0
1.209812525E1,5.719156952E0,7.644902344E0,1.530716858E0
1.210806425E1,5.618117065E0,7.668403473E0,1.525627441E0
1.211800325E1,5.495821381E0,7.727680206E0,1.607058105E0
1.212794225E1,5.355862427E0,7.883955231E0,1.608704681E0
1.213788125E1,5.132227478E0,7.969128113E0,1.576521606E0
1.214782025E1,4.954247589E0,7.980205078E0,1.511556702E0
1.215775925E1,4.899611206E0,8.030650177E0,1.485211487E0
1.216769825E1,4.901257782E0,8.116571503E0,1.469494171E0
1.217763725E1,4.886887665E0,8.175997925E0,1.443897400E0
1.218757625E1,4.810396729E0,8.216563568E0,1.479972382E0
1.219751525E1,4.779411163E0,8.299191742E0,1.514999542E0
1.220745425E1,4.756808167E0,8.350235596E0,1.515149231E0
1.221739325E1,4.762346649E0,8.371192017E0,1.523082733E0
1.222733225E1,4.734654236E0,8.452772369E0,1.632505188E0
1.223727125E1,4.665947113E0,8.572223969E0,1.769320679E0
1.224721025E1,4.609364777E0,8.647517395E0,1.814227295E0
1.225714925E1,4.526586914E0,8.643924866E0,1.722767487E0
1.226708825E1,4.462220764E0,8.634644165E0,1.593286743E0
1.227702725E1,4.405039673E0,8.630303192E0,1.502425690E0
1.228696625E1,4.341421967E0,8.647966461E0,1.541644135E0
1.229690525E1,4.296215973E0,8.700806580E0,1.572629700E0
1.230684425E1,4.242178345E0,8.732390900E0,1.571581879E0
1.231678325E1,4.152664490E0,8.738079071E0,1.632654877E0
