"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.463006125E0,-4.855902100E-1,2.281256104E-1,9.904154205E0,9.918674794E0
6.472945125E0,-4.631369019E-1,2.787203979E-1,9.701775055E0,9.716821500E0
6.482884125E0,-4.614903259E-1,2.447410583E-1,9.927655334E0,9.941388834E0
6.492823125E0,-5.671705627E-1,2.929408264E-1,9.993069305E0,1.001343752E1
6.502762125E0,-3.522175598E-1,5.622308350E-1,1.004995102E1,1.007182586E1
6.512701125E0,-2.794688416E-1,8.565188599E-1,9.923014984E0,9.963832283E0
6.522640125E0,-4.902305603E-1,8.943901062E-1,9.395960999E0,9.451155630E0
6.532579125E0,-8.488847351E-1,7.565267944E-1,9.289532318E0,9.358864716E0
6.542518125E0,-9.482780457E-1,6.420149231E-1,9.656569061E0,9.724234697E0
6.552457125E0,-9.668394470E-1,6.881190491E-1,9.566007385E0,9.639335228E0
6.562396125E0,-1.074315948E0,8.470884705E-1,9.453291779E0,9.551776750E0
6.572335125E0,-1.209484863E0,1.153201904E0,9.672585754E0,9.815887298E0
6.582274125E0,-1.117875366E0,1.789828033E0,9.859397278E0,1.008270025E1
6.592212125E0,-9.629475403E-1,2.352957001E0,1.026370651E1,1.057389928E1
6.602151125E0,-1.051263885E0,2.697839813E0,1.029124924E1,1.069080475E1
6.612090125E0,-7.640112305E-1,3.045716400E0,1.025442581E1,1.072442774E1
6.622029125E0,-3.430865479E-1,3.014431458E0,1.034902908E1,1.078456807E1
6.631968125E0,-1.796264648E-1,2.741399231E0,1.011581406E1,1.048223399E1
6.641907125E0,2.073188782E-1,2.562970276E0,9.999954987E0,1.032525532E1
6.651846125E0,3.921844482E-1,2.309846649E0,1.013407608E1,1.040137963E1
6.661785125E0,2.366578674E-1,2.220183105E0,9.758507080E0,1.001067832E1
6.671724125E0,1.466949463E-1,2.037712555E0,9.669591980E0,9.883056254E0
6.681663125E0,1.392105103E-1,1.907782745E0,9.669741669E0,9.857125266E0
6.691602125E0,1.065783691E-1,1.870659943E0,9.756261749E0,9.934554388E0
6.701541125E0,-2.517764282E-1,1.685045929E0,9.561217346E0,9.711830327E0
6.711480125E0,-5.177732849E-1,1.588646393E0,9.717642059E0,9.860246129E0
6.721419125E0,-5.215155029E-1,1.776056671E0,9.948312378E0,1.011905504E1
6.731358083E0,-2.067201233E-1,2.018253021E0,1.006536896E1,1.026780068E1
6.741297083E0,1.811233521E-2,2.013762360E0,1.021879990E1,1.041534628E1
6.751236083E0,1.047821045E-2,1.825154572E0,1.000339783E1,1.016854302E1
6.761174083E0,1.227447510E-2,1.526824951E0,9.933044128E0,1.004971197E1
6.771113083E0,-8.517288208E-2,9.134005737E-1,1.001731888E1,1.005923618E1
6.781052083E0,-4.740641785E-1,6.620732117E-1,9.457782440E0,9.492772328E0
6.790991083E0,-6.402186584E-1,6.712042236E-1,9.468560028E0,9.513885854E0
6.800930083E0,-4.592449951E-1,9.755213928E-1,9.619446259E0,9.679684616E0
6.810869083E0,-3.008743286E-1,1.207538910E0,9.768236847E0,9.847188770E0
6.820808083E0,-2.683918762E-1,1.372795258E0,9.867929535E0,9.966575858E0
6.830747083E0,-3.962260437E-1,1.399290161E0,9.819430389E0,9.926541251E0
6.840686083E0,-2.559677124E-1,1.469494171E0,9.711205444E0,9.825092558E0
6.850625083E0,-3.070115662E-1,1.414109344E0,9.725126495E0,9.832194399E0
6.860564083E0,-5.423222351E-1,1.254092102E0,9.871522064E0,9.965631353E0
6.870503083E0,-2.160008240E-1,1.216969299E0,9.855205994E0,9.932409366E0
6.880442083E0,3.195854187E-1,1.053209839E0,1.012748978E1,1.018712103E1
6.890381083E0,5.382806396E-1,8.159532166E-1,1.025891647E1,1.030538174E1
6.900320083E0,3.565585327E-1,6.456074524E-1,9.984686737E0,1.001188854E1
6.910259083E0,-1.945953369E-1,3.658392334E-1,9.616452484E0,9.625376048E0
6.920198083E0,-7.261399841E-1,1.510359192E-1,9.471104736E0,9.500100844E0
6.930137083E0,-8.675958252E-1,2.496807861E-1,9.600435791E0,9.642791628E0
6.940075083E0,-8.652008057E-1,3.376977539E-1,9.836195526E0,9.879947097E0
6.950014083E0,-9.744735718E-1,2.380050659E-1,1.011371841E1,1.016334322E1
6.959953083E0,-8.921447754E-1,3.595523071E-1,9.899663544E0,9.946282644E0
6.969892083E0,-6.424639893E-1,4.957690430E-1,9.886940002E0,9.920187979E0
6.979831083E0,-4.328997803E-1,5.126838684E-1,1.001043320E1,1.003289688E1
6.989770083E0,-5.718109131E-2,6.629713440E-1,1.002794678E1,1.005000086E1
6.999709083E0,3.462300110E-1,5.779481506E-1,1.006372238E1,1.008624843E1
7.009648083E0,4.150868225E-1,3.370989990E-1,1.010338989E1,1.011753034E1
7.019587083E0,2.538720703E-1,9.145980835E-2,9.958042145E0,9.961697610E0
7.029526083E0,1.907034302E-1,-2.212399292E-1,9.823471985E0,9.827813426E0
7.039465083E0,1.453477478E-1,-4.300556946E-1,9.681716766E0,9.692353347E0
7.049404083E0,-7.694000244E-2,-6.282435608E-1,9.632169800E0,9.652942805E0
7.059343083E0,-5.279521179E-1,-8.788224792E-1,9.714648285E0,9.768595277E0
7.069282083E0,-9.178912354E-1,-9.330097961E-1,9.821076965E0,9.907905145E0
7.079221083E0,-8.264314270E-1,-8.794212341E-1,9.814041595E0,9.887961521E0
7.089160083E0,-6.599775696E-1,-8.319699097E-1,1.003632935E1,1.009235607E1
7.099098083E0,-4.974156189E-1,-5.516029358E-1,9.963730316E0,9.991376777E0
7.109037083E0,-1.579216003E-1,-4.736151123E-1,9.954299927E0,9.966811804E0
7.118976083E0,-8.202941895E-2,-6.509962463E-1,9.913734283E0,9.935424117E0
7.128915083E0,-1.369651794E-1,-7.550299072E-1,9.880802765E0,9.910554621E0
7.138854083E0,7.469467163E-2,-7.481442261E-1,9.923464050E0,9.951906241E0
7.148793083E0,5.384303284E-1,-9.246272278E-1,1.003917343E1,1.009603120E1
7.158732083E0,5.146298218E-1,-9.683363342E-1,9.933493195E0,9.993838410E0
7.168671083E0,3.517684937E-2,-1.139879608E0,9.949809265E0,1.001495219E1
7.178610083E0,-3.100053406E-1,-1.308728485E0,9.785001984E0,9.877000424E0
7.188549083E0,-3.426374817E-1,-1.489103394E0,9.665849762E0,9.785881717E0
7.198488083E0,-3.661386108E-1,-1.670526123E0,9.538913727E0,9.691005629E0
7.208427083E0,-1.683998108E-1,-1.679956512E0,9.669292603E0,9.815591262E0
7.218366083E0,-5.882766724E-2,-1.593586121E0,9.993668060E0,1.012009776E1
7.228305083E0,-1.851649475E-1,-1.237925720E0,9.904902649E0,9.983678813E0
7.238244083E0,-8.083190918E-3,-1.003513184E0,1.009051666E1,1.014029736E1
7.248183083E0,2.847079468E-1,-9.243278503E-1,1.022688309E1,1.027251567E1
7.258122083E0,4.334985352E-1,-1.094823303E0,9.950707397E0,1.002013656E1
7.268060083E0,4.571493530E-1,-1.490001526E0,9.849218445E0,9.971769856E0
7.277999083E0,-6.182144165E-2,-2.038910065E0,9.453291779E0,9.670868709E0
7.287938083E0,-5.206173706E-1,-2.483635254E0,9.329349518E0,9.668311587E0
7.297877083E0,-6.750961304E-1,-2.590213623E0,9.596394196E0,9.962717649E0
7.307816083E0,-7.098239136E-1,-2.323767700E0,9.786648560E0,1.008376102E1
7.317755083E0,-6.204597473E-1,-1.991608429E0,1.003528152E1,1.024979754E1
7.327694083E0,-3.939807129E-1,-1.586550751E0,1.015129028E1,1.028207462E1
7.337633083E0,-1.692979431E-1,-1.359472961E0,1.006581802E1,1.015861807E1
7.347572083E0,-2.333647156E-1,-1.454225922E0,1.005608826E1,1.016337263E1
7.357511083E0,-3.577560425E-1,-1.774260406E0,9.939031677E0,1.010249177E1
7.367450083E0,-4.815486145E-1,-2.184407501E0,9.880653076E0,1.013068756E1
7.377389083E0,-5.325924683E-1,-2.483186188E0,9.674681396E0,1.000246612E1
7.387328083E0,-1.528321838E-1,-1.530267792E0,9.698930969E0,9.820098734E0
7.397267083E0,5.373825073E-2,8.502319336E-1,1.070214478E1,1.073599948E1
7.407206083E0,-1.026864624E-1,-2.182461548E-1,1.043075912E1,1.043354742E1
7.417145083E0,-5.014572144E-2,2.177970886E-1,1.012374756E1,1.012621424E1
7.427084083E0,4.580474854E-2,1.107696533E-2,1.022763153E1,1.022774010E1
7.437023083E0,-1.691482544E-2,8.158035278E-2,1.011476624E1,1.011510936E1
7.446961083E0,-1.407073975E-2,1.240919495E-1,9.884395294E0,9.885184223E0
7.456900083E0,-1.124162292E-1,-1.661544800E-2,9.795629883E0,9.796289006E0
7.466839083E0,-4.984634399E-2,-2.960842896E-1,9.823921051E0,9.828508299E0
7.476778083E0,1.990859985E-1,-1.238823853E0,9.671987000E0,9.753032979E0
7.486717083E0,1.465452576E-1,-2.492466888E0,9.688153381E0,1.000470802E1
7.496656083E0,-1.239422607E-1,-3.167712708E0,9.655072174E0,1.016219387E1
7.506595083E0,-8.741821289E-2,-3.159479828E0,9.667646027E0,1.017120123E1
7.516534083E0,-7.065307617E-2,-2.696642303E0,9.655221863E0,1.002497784E1
7.526473083E0,-4.652325439E-1,-1.957030334E0,9.542057190E0,9.751782630E0
7.536412083E0,-9.867480469E-1,-1.165326691E0,9.797875214E0,9.916149288E0
7.546351083E0,-1.051114197E0,-5.954617310E-1,1.005878265E1,1.013106728E1
7.556290083E0,-9.993218994E-1,-4.258644104E-1,1.015009277E1,1.020805506E1
7.566229083E0,-9.517208862E-1,-6.081852722E-1,1.004201752E1,1.010533413E1
7.576168083E0,-8.589138794E-1,-1.088686066E0,9.957443390E0,1.005353914E1
7.586107083E0,-7.384144592E-1,-1.459315338E0,9.640851746E0,9.778592923E0
7.596046083E0,-7.499404907E-1,-1.496587830E0,9.521400146E0,9.667432266E0
7.605984083E0,-8.214916992E-1,-1.442250824E0,9.830657043E0,9.969792072E0
7.615923083E0,-7.589218140E-1,-1.288071442E0,9.909692688E0,1.002183115E1
7.625862083E0,-4.966671753E-1,-1.179397430E0,1.020847137E1,1.028836937E1
7.635801083E0,-2.643502808E-1,-1.364861755E0,1.026565247E1,1.035936046E1
7.645740083E0,-2.055226135E-1,-1.525926819E0,9.922266541E0,1.004101915E1
7.655679083E0,1.242416382E-2,-1.587299194E0,9.643097076E0,9.772870321E0
7.665618083E0,2.899470520E-1,-1.670675812E0,9.737700348E0,9.884231636E0
7.675557083E0,4.346960449E-1,-1.679058380E0,9.737101593E0,9.890366279E0
7.685496083E0,5.505551147E-1,-1.594933319E0,9.538764038E0,9.686843789E0
7.695435083E0,5.619314575E-1,-1.539398804E0,9.737700348E0,9.874630307E0
7.705374083E0,4.456233215E-1,-1.408720551E0,9.919422455E0,1.002885914E1
7.715313083E0,3.875440979E-1,-1.293460236E0,1.014829651E1,1.023773177E1
7.725252083E0,6.641688538E-1,-1.368005219E0,1.012898666E1,1.024250601E1
7.735191583E0,6.864724731E-1,-1.339264984E0,9.697583771E0,9.813664257E0
7.745130583E0,3.201841736E-1,-1.179846497E0,9.642648010E0,9.719836229E0
7.755069583E0,-1.166075134E-1,-9.442364502E-1,9.841284943E0,9.887166890E0
7.765008583E0,-2.601589966E-1,-8.530760193E-1,9.976304169E0,1.001609037E1
7.774947583E0,-1.685494995E-1,-6.656657410E-1,1.007839188E1,1.010175740E1
7.784885583E0,-7.035369873E-3,-4.761598206E-1,9.996212769E0,1.000754952E1
7.794824583E0,-2.674937439E-1,-3.339555359E-1,1.001672012E1,1.002585464E1
7.804763583E0,-1.884580994E-1,-3.399430847E-1,9.760003967E0,9.767740537E0
7.814702583E0,3.981719971E-2,-2.383044434E-1,9.456135864E0,9.459221950E0
7.824641583E0,-2.475851440E-1,-6.137237549E-2,9.572294312E0,9.575692317E0
7.834580583E0,-5.060975647E-1,1.893562317E-1,9.991273041E0,1.000587465E1
7.844519583E0,-5.577401733E-1,3.173400879E-1,1.013976425E1,1.016004911E1
7.854458583E0,-6.551875305E-1,2.730322266E-1,1.018811371E1,1.021280952E1
7.864397583E0,-6.141728210E-1,2.631527710E-1,1.023796005E1,1.025974092E1
7.874336583E0,3.338058472E-2,1.781295776E-1,1.000145187E1,1.000309372E1
7.884275583E0,8.375083923E-1,3.861968994E-2,9.829908600E0,9.865597542E0
7.894214583E0,1.153950348E0,-7.185058594E-3,9.992171173E0,1.005858528E1
7.904153583E0,6.965016174E-1,1.031355286E-1,9.776170349E0,9.801492648E0
7.914092583E0,4.475692749E-2,2.715353394E-1,9.452992401E0,9.456997407E0
7.924031583E0,-4.043092346E-1,4.312532043E-1,9.562414856E0,9.580669244E0
7.933970583E0,-6.716532898E-1,7.057823181E-1,9.828711090E0,9.876882530E0
7.943909583E0,-7.523355103E-1,1.203796692E0,9.844428406E0,9.946250843E0
7.953847583E0,-3.005749512E-1,1.563199310E0,9.930200043E0,1.005697819E1
7.963786583E0,5.243595886E-1,1.624421997E0,1.025771896E1,1.039877388E1
7.973725583E0,7.864645386E-1,1.447489929E0,1.026774811E1,1.039905788E1
7.983664583E0,9.012757874E-1,1.285676422E0,9.965376892E0,1.008830999E1
7.993603583E0,8.662486267E-1,1.174008636E0,9.660760345E0,9.770310815E0
8.003542583E0,6.060896301E-1,8.538244629E-1,9.658964081E0,9.715551861E0
8.013481583E0,2.086660767E-1,8.081694031E-1,9.746831360E0,9.782504836E0
8.023420583E0,-2.779719543E-1,9.997709656E-1,9.797725525E0,9.852524339E0
8.033359583E0,-5.905220032E-1,1.008003845E0,9.968670044E0,1.003689048E1
8.043298583E0,-5.746549988E-1,9.867480469E-1,1.001537292E1,1.008025768E1
8.053237583E0,-5.328918457E-1,1.087787933E0,9.782157898E0,9.856869150E0
8.063176583E0,-4.427792358E-1,1.231638794E0,9.903106384E0,9.989219370E0
8.073115583E0,-2.817141724E-1,1.305585022E0,9.844727783E0,9.934917224E0
8.083054583E0,1.227447510E-2,1.337319031E0,9.757908325E0,9.849129288E0
8.092993583E0,-1.151106262E-1,1.257984009E0,9.771380310E0,9.852697468E0
8.102932583E0,-3.730242920E-1,1.193468170E0,9.895771637E0,9.974457864E0
8.112870583E0,-1.616638184E-1,1.133742371E0,1.009231293E1,1.015708064E1
8.122809583E0,-6.810836792E-2,1.093476105E0,9.897567902E0,9.958020843E0
8.132748583E0,1.074765015E-1,1.010997620E0,9.925709381E0,9.977643715E0
8.142687583E0,2.874023438E-1,1.026864624E0,1.012464569E1,1.018064347E1
8.152626583E0,3.158432007E-1,1.101110229E0,1.002240829E1,1.008765923E1
8.162565583E0,3.363505554E-1,1.161285095E0,9.887838135E0,9.961478693E0
8.172504583E0,4.022135925E-1,1.075214081E0,1.006012985E1,1.012541721E1
8.182443583E0,2.059716797E-1,1.205892334E0,9.708061981E0,9.784838685E0
8.192382583E0,-1.269360352E-1,1.411414948E0,9.531129913E0,9.635903815E0
8.202321583E0,-3.679348755E-1,1.604663086E0,9.639205170E0,9.778782951E0
8.212260583E0,-1.936972046E-1,1.876647491E0,9.754016418E0,9.934795454E0
8.222199583E0,-1.302291870E-1,1.854493561E0,9.899813232E0,1.007285501E1
8.232138583E0,-3.049159241E-1,1.706152039E0,9.856852570E0,1.000807030E1
8.242077583E0,-2.386038208E-1,1.498533783E0,9.884994049E0,1.000078210E1
8.252016583E0,-1.806742859E-1,1.241817627E0,9.859247589E0,9.938788520E0
8.261955583E0,-2.249821472E-1,1.150357819E0,9.824220428E0,9.893899489E0
8.271893583E0,-3.305126953E-1,1.307980042E0,9.800120544E0,9.892543309E0
8.281832583E0,-7.978408813E-2,1.541344757E0,9.845476227E0,9.965716798E0
8.291771583E0,6.631210327E-2,1.822460175E0,9.744885406E0,9.914058199E0
8.301710583E0,-2.559677124E-2,2.115550690E0,9.816885681E0,1.004228333E1
8.311649583E0,-2.984793091E-1,2.308349762E0,9.934690704E0,1.020370756E1
8.321588583E0,-2.570155334E-1,2.434088287E0,9.916578369E0,1.021417492E1
8.331527583E0,-3.170407104E-1,2.555036774E0,9.964927826E0,1.029215790E1
8.341466583E0,-4.794529724E-1,2.595901794E0,9.939331055E0,1.028391380E1
8.351405583E0,-5.310955811E-1,2.526146851E0,9.867181091E0,1.019925209E1
8.361344583E0,-3.820056152E-1,2.328258362E0,9.924511871E0,1.020111029E1
8.371283583E0,-5.822891235E-1,2.182611237E0,9.804012451E0,1.006089025E1
8.381222583E0,-6.809339905E-1,1.965113525E0,9.914931793E0,1.013070653E1
8.391161583E0,-7.458988953E-1,1.588197327E0,9.877359924E0,1.003199756E1
8.401100583E0,-6.691085815E-1,8.933422852E-1,9.775721283E0,9.839232355E0
8.411039583E0,-3.141966248E-1,1.975891113E-2,9.516310730E0,9.521516678E0
8.420978583E0,-2.621049500E-1,3.772155762E-1,9.759105835E0,9.769909789E0
8.430916583E0,1.496887207E-3,4.969665527E-2,9.627828827E0,9.627957204E0
8.440855583E0,3.092568970E-1,-1.281335449E-1,9.698032837E0,9.703808476E0
8.450794583E0,3.595523071E-1,1.525328064E-1,9.936636658E0,9.944309538E0
8.460733583E0,6.227050781E-1,1.353186035E-1,9.954299927E0,9.974675923E0
8.470672583E0,9.753717041E-1,1.294807434E-1,1.007270370E1,1.012064598E1
8.480611583E0,1.390009460E0,9.639953613E-2,9.996811523E0,1.009344638E1
8.490550583E0,1.637744293E0,9.160949707E-2,9.879605255E0,1.001484891E1
8.500489583E0,1.534758453E0,1.092727661E-1,9.806706848E0,9.926677352E0
8.510428583E0,1.480271759E0,1.508862305E-1,9.854607239E0,9.966305984E0
8.520367583E0,1.698368225E0,2.490820312E-1,9.742340698E0,9.892406116E0
8.530306583E0,2.226919098E0,3.465293884E-1,9.817634125E0,1.007299315E1
8.540245583E0,2.662662964E0,3.067121887E-1,1.000130219E1,1.035422097E1
8.550184583E0,2.739453278E0,2.168989563E-1,9.853559418E0,1.022957881E1
8.560123583E0,2.657573547E0,2.460882568E-1,9.667646027E0,1.002928892E1
8.570062583E0,2.590363312E0,2.383044434E-1,9.699829102E0,1.004258212E1
8.580001583E0,2.573448486E0,3.113525391E-1,9.729617157E0,1.006901324E1
8.589939583E0,2.565215607E0,4.617897034E-1,9.685159607E0,1.002975062E1
8.599878583E0,2.719095612E0,4.908293152E-1,9.814191284E0,1.019572189E1
8.609817583E0,2.628833313E0,4.197271729E-1,9.792636108E0,1.014803712E1
8.619756583E0,2.168839874E0,2.902464294E-1,9.791438599E0,1.003296463E1
8.629695583E0,1.713636475E0,2.118095398E-1,9.943971405E0,1.009276873E1
8.639634583E0,1.388662262E0,2.124082947E-1,1.000743942E1,1.010556005E1
8.649573583E0,1.215173035E0,2.216889954E-1,1.004995102E1,1.012557687E1
8.659512583E0,1.399739227E0,3.101550293E-1,1.013587234E1,1.023676581E1
8.669451583E0,1.866468658E0,4.490661621E-1,9.958790588E0,1.014213368E1
8.679390583E0,2.143392792E0,5.378315735E-1,9.836494904E0,1.008166789E1
8.689329583E0,1.875899048E0,5.307962036E-1,9.734107819E0,9.927416425E0
8.699268583E0,1.491797791E0,4.691244507E-1,9.934990082E0,1.005731407E1
8.709207583E0,1.234333191E0,3.592529297E-1,1.017089951E1,1.025182120E1
8.719146583E0,9.142987061E-1,2.010319519E-1,1.005683670E1,1.010031289E1
8.729085833E0,6.171665955E-1,1.456471252E-1,9.933792572E0,9.954011380E0
8.739024833E0,6.489006042E-1,1.431024170E-1,9.822873230E0,9.845323194E0
8.748962833E0,8.943901062E-1,1.176553345E-1,9.921518097E0,9.962444368E0
8.758901833E0,8.967851257E-1,1.196012878E-1,9.791438599E0,9.833147912E0
8.768840833E0,6.786886597E-1,4.655319214E-2,9.754166107E0,9.777859783E0
8.778779833E0,3.950285339E-1,-1.975891113E-1,1.003498215E1,1.004469789E1
8.788718833E0,-9.205856323E-2,-3.329077148E-1,9.938732300E0,9.944732377E0
8.798657833E0,-4.680766296E-1,-3.766168213E-1,9.796528015E0,9.814932354E0
8.808596833E0,-3.480262756E-1,-2.375559998E-1,9.856553192E0,9.865556040E0
8.818535833E0,2.357597351E-1,-1.166075134E-1,1.004486160E1,1.004830456E1
8.828474833E0,9.383985901E-1,-1.056802368E-1,1.011641281E1,1.016039214E1
8.838413833E0,1.152902527E0,-7.813751221E-2,9.919721832E0,9.986799835E0
8.848352833E0,6.176156616E-1,-5.987548828E-4,9.813293152E0,9.832709288E0
8.858291833E0,-9.056167603E-2,1.145118713E-1,9.977501678E0,9.978569744E0
8.868230833E0,-6.806346130E-1,1.796264648E-3,1.030247589E1,1.032493468E1
8.878169833E0,-1.187480621E0,-9.280700684E-2,1.001252884E1,1.008312735E1
8.888108833E0,-1.280736694E0,2.679428101E-2,9.977202301E0,1.005910385E1
8.898046833E0,-1.164727936E0,1.730401611E-1,1.016610947E1,1.023407620E1
8.907985833E0,-8.672964478E-1,4.531077576E-1,9.952353973E0,1.000034296E1
8.917924833E0,-7.011419678E-1,5.364843750E-1,1.004126907E1,1.008000497E1
8.927863833E0,-1.044527893E0,3.239263916E-1,1.018212616E1,1.024068650E1
8.937802833E0,-1.220861206E0,2.903961182E-1,9.902058563E0,9.981262234E0
8.947741833E0,-1.109193420E0,2.297721863E-1,9.914183350E0,9.978684121E0
8.957680833E0,-1.043180695E0,1.435514832E-1,9.944270782E0,9.999867718E0
8.967619833E0,-7.649093628E-1,2.309696960E-1,9.745484161E0,9.778184641E0
8.977558833E0,-5.575904846E-1,2.254312134E-1,9.910141754E0,9.928375293E0
8.987497833E0,-5.203179932E-1,1.213975525E-1,1.002046234E1,1.003469649E1
8.997436833E0,-8.201445007E-1,5.373825073E-2,9.829908600E0,9.864209440E0
9.007375833E0,-8.598120117E-1,9.580078125E-3,9.922565918E0,9.959753153E0
9.017314833E0,-1.311572571E0,-1.845661926E-1,9.997859344E0,1.008521089E1
9.027253833E0,-2.113904114E0,-2.764750671E-1,9.936786346E0,1.016291060E1
9.037191833E0,-2.848127289E0,-2.962339783E-1,9.885443115E0,1.029182050E1
9.047130833E0,-3.247796173E0,-1.451980591E-1,9.827663269E0,1.035143603E1
9.057069833E0,-3.066672821E0,6.182144165E-2,9.895771637E0,1.036024133E1
9.067008833E0,-2.878663788E0,1.924996948E-1,1.002854553E1,1.043530004E1
9.076947833E0,-2.798730011E0,3.447331238E-1,9.930349731E0,1.032296355E1
9.086886833E0,-2.894381104E0,3.644920349E-1,9.990973663E0,1.040816272E1
9.096825833E0,-3.343746643E0,2.326162720E-1,9.979297943E0,1.052716198E1
9.106764833E0,-4.075574799E0,8.951385498E-2,1.001088226E1,1.080907426E1
9.116703833E0,-4.778812408E0,-2.395019531E-2,1.004800507E1,1.112654607E1
9.126642833E0,-5.467081146E0,-8.652008057E-2,1.004905289E1,1.144027648E1
9.136581833E0,-5.707630920E0,-1.351689148E-1,1.002600082E1,1.153759134E1
9.146520833E0,-3.488046570E0,-6.601272583E-2,9.842482452E0,1.044247516E1
9.156459833E0,1.495689697E0,2.547702026E-1,1.008408005E1,1.019758138E1
9.166398833E0,-3.233276367E-2,2.049238586E-1,9.898016968E0,9.900190861E0
9.176337833E0,-2.695893860E-1,2.287243652E-1,9.395661621E0,9.402310916E0
9.186275833E0,4.272116089E-1,1.761836243E-1,1.052521271E1,1.053535253E1
9.196214833E0,1.172062683E-1,1.986369324E-1,9.898316345E0,9.901003000E0
9.206153833E0,1.643582153E-1,2.210902405E-1,9.976603546E0,9.980406446E0
9.216092833E0,2.658471680E-1,2.353106689E-1,1.013048355E1,1.013670276E1
9.226031833E0,2.842588806E-1,2.790197754E-1,9.933493195E0,9.941475856E0
9.235970833E0,2.321672058E-1,3.077600098E-1,9.868079224E0,9.875606584E0
9.245909833E0,1.252894592E-1,2.477348328E-1,9.848470001E0,9.852382015E0
9.255848833E0,1.193019104E-1,1.811233521E-1,1.025981461E1,1.026210672E1
9.265787833E0,1.092727661E-1,2.644999695E-1,9.926607513E0,9.930731972E0
9.275726833E0,1.013692017E0,3.793112183E-1,1.292352539E1,1.296876852E1
9.285665833E0,1.401086426E-1,9.954299927E-2,9.939181366E0,9.940667255E0
9.295604833E0,-1.233884125E0,4.150868225E-1,5.587879944E0,5.737522930E0
9.305543833E0,-7.822732544E-1,6.521937561E-1,6.527925110E0,6.606898999E0
9.315482833E0,-4.326004028E-2,1.871109009E-1,1.111992599E1,1.112158424E1
9.325421833E0,4.108955383E-1,3.338058472E-2,1.248882935E1,1.249563155E1
9.335359833E0,-3.317102051E-1,3.400927734E-1,9.154812469E0,9.167130746E0
9.345298833E0,-8.767268372E-1,3.864962769E-1,8.664432220E0,8.717248134E0
9.355237833E0,-1.404080200E-1,2.606080627E-1,1.053075119E1,1.053491109E1
9.365176833E0,6.985972595E-1,4.390370178E-1,1.082039886E1,1.085181198E1
9.375115833E0,4.361929321E-1,4.861889648E-1,9.906249847E0,9.927760574E0
9.385054833E0,-2.601589966E-1,3.438349915E-1,9.824968872E0,9.834425176E0
9.394993833E0,-8.607101440E-2,4.085005188E-1,1.003318588E1,1.004186735E1
9.404932833E0,-6.417155457E-1,6.981481934E-1,9.980944519E0,1.002588965E1
9.414871833E0,-6.614744568E-1,1.003662872E0,9.682465210E0,9.756793539E0
9.424810833E0,-4.327500916E-1,5.746549988E-1,1.034813095E1,1.037310538E1
9.434749833E0,-5.113366699E-1,3.712280273E-2,1.081770447E1,1.082984641E1
9.444688833E0,-5.625302124E-1,1.017883301E-2,1.034977753E1,1.036505855E1
9.454627833E0,-4.189787292E-1,7.768844604E-2,1.048180298E1,1.049046102E1
9.464566833E0,2.170486450E-2,1.401086426E-1,1.037971527E1,1.038068353E1
9.474504833E0,4.526586914E-1,1.246907043E-1,9.522298279E0,9.533866591E0
9.484443833E0,5.815406799E-1,-1.703457642E-1,8.381520538E0,8.403397752E0
9.494382833E0,2.314187622E-1,-2.595602417E-1,6.143374786E0,6.153208913E0
9.504321833E0,2.977308655E-1,5.275030518E-1,7.798782349E0,7.822270084E0
9.514260833E0,1.203197937E0,9.333091736E-1,1.583033066E1,1.590339964E1
9.524199833E0,3.172203369E0,1.089733887E-1,1.691587326E1,1.721108705E1
9.534138833E0,3.418740692E0,1.041683807E0,8.862470398E0,9.555954930E0
9.544077833E0,2.405497742E-1,2.082469482E0,2.693349152E0,3.413015235E0
9.554016833E0,-5.191055145E0,1.266815643E0,1.116408417E1,1.237694028E1
9.563955833E0,-7.201224976E0,1.117875366E0,9.936486969E0,1.232238044E1
9.573894833E0,6.416856079E0,2.172432404E0,1.577000610E1,1.716358345E1
9.583833833E0,9.432035980E0,1.639091492E-1,1.270243515E1,1.582220047E1
9.593772833E0,5.954766998E0,-3.270698547E-1,5.624254303E0,8.197466753E0
9.603711833E0,3.316503296E0,-3.791615295E-1,4.552932129E0,5.645542361E0
9.613649833E0,2.086660767E0,-1.974394226E-1,3.712729340E0,4.263507316E0
9.623588833E0,2.006128235E0,-4.068539429E-1,3.822002106E0,4.335640751E0
9.633527833E0,2.663561096E0,-7.830216980E-1,6.005212097E0,6.615909085E0
9.643466833E0,3.604504395E0,-9.758207703E-1,7.924820251E0,8.760562432E0
9.653405833E0,4.192032623E0,-6.322851562E-1,7.726632385E0,8.813272380E0
9.663344833E0,5.612728271E0,-1.559756470E-1,1.025906616E1,1.169510520E1
9.673283833E0,5.742807770E0,-9.395960999E-1,1.970622070E1,2.054745279E1
9.683222833E0,-1.276470566E1,-7.664062500E-2,1.989887009E1,2.364124817E1
9.693161833E0,-2.314337311E0,-3.752696228E-1,1.125539429E1,1.149699461E1
9.703100833E0,2.739004211E0,3.125500488E-1,5.493725739E0,6.146613221E0
9.713039833E0,1.290167084E0,2.923420715E-1,4.199666748E0,4.403089346E0
9.722978833E0,1.723515930E0,4.017645264E-1,5.618117065E0,5.890259863E0
